50.0,53.0,45.0,50.0,42.0,55.0,49.0,47.0,47.0,52.0,53.0
47.0,52.0,42.0,46.0,42.0,53.0,47.0,44.0,49.0,50.0,53.0
46.0,51.0,41.0,48.0,42.0,51.0,45.0,42.0,45.0,48.0,51.0
45.0,49.0,41.0,48.0,41.0,49.0,46.0,43.0,44.0,47.0,46.0
45.0,51.0,41.0,48.0,42.0,50.0,45.0,43.0,45.0,48.0,50.0
45.0,50.0,38.0,48.0,39.0,50.0,45.0,47.0,44.0,49.0,50.0
45.0,47.0,41.0,48.0,41.0,47.0,45.0,47.0,45.0,48.0,50.0
46.0,50.0,40.0,48.0,41.0,50.0,46.0,47.0,45.0,49.0,53.0
46.0,49.0,42.0,47.0,43.0,48.0,44.0,42.0,45.0,46.0,52.0
44.0,50.0,42.0,49.0,43.0,47.0,44.0,41.0,45.0,46.0,52.0
43.0,48.0,43.0,49.0,45.0,44.0,44.0,42.0,45.0,44.0,54.0
46.0,46.0,45.0,49.0,45.0,42.0,43.0,41.0,45.0,41.0,55.0
46.0,50.0,41.0,49.0,46.0,44.0,42.0,41.0,45.0,43.0,56.0
47.0,48.0,45.0,49.0,45.0,42.0,42.0,47.0,45.0,44.0,56.0
51.0,50.0,46.0,50.0,45.0,44.0,45.0,48.0,46.0,46.0,54.0
55.0,52.0,48.0,53.0,49.0,51.0,50.0,53.0,49.0,51.0,57.0
56.0,57.0,51.0,59.0,52.0,57.0,56.0,58.0,56.0,58.0,62.0
59.0,62.0,53.0,63.0,57.0,62.0,62.0,63.0,62.0,63.0,65.0
65.0,65.0,58.0,70.0,62.0,68.0,69.0,69.0,66.0,68.0,67.0
68.0,68.0,62.0,72.0,65.0,71.0,71.0,72.0,69.0,71.0,69.0
69.0,69.0,66.0,73.0,67.0,72.0,73.0,73.0,71.0,73.0,70.0
68.0,69.0,68.0,73.0,67.0,72.0,73.0,73.0,72.0,73.0,70.0
68.0,68.0,63.0,72.0,63.0,71.0,73.0,72.0,71.0,72.0,70.0
65.0,65.0,64.0,68.0,61.0,66.0,68.0,68.0,69.0,67.0,70.0
64.0,63.0,59.0,65.0,58.0,63.0,64.0,64.0,66.0,64.0,68.0
63.0,62.0,58.0,63.0,56.0,62.0,65.0,63.0,65.0,62.0,65.0
62.0,60.0,59.0,62.0,58.0,60.0,65.0,61.0,64.0,61.0,63.0
63.0,60.0,59.0,62.0,60.0,60.0,63.0,61.0,62.0,61.0,64.0
63.0,61.0,59.0,62.0,59.0,58.0,63.0,61.0,62.0,60.0,64.0
62.0,60.0,58.0,62.0,59.0,60.0,63.0,61.0,61.0,61.0,62.0
63.0,61.0,57.0,62.0,58.0,61.0,63.0,61.0,61.0,62.0,62.0
62.0,59.0,58.0,62.0,57.0,60.0,62.0,61.0,61.0,61.0,62.0
62.0,59.0,58.0,61.0,58.0,60.0,62.0,60.0,62.0,61.0,63.0
62.0,60.0,58.0,61.0,58.0,60.0,61.0,60.0,62.0,61.0,64.0
60.0,59.0,56.0,61.0,59.0,60.0,61.0,60.0,61.0,61.0,63.0
60.0,60.0,55.0,61.0,59.0,60.0,61.0,60.0,61.0,61.0,63.0
60.0,59.0,55.0,61.0,58.0,60.0,61.0,60.0,61.0,60.0,63.0
62.0,58.0,55.0,61.0,58.0,58.0,62.0,60.0,61.0,60.0,62.0
60.0,59.0,55.0,61.0,57.0,59.0,62.0,60.0,61.0,60.0,62.0
64.0,59.0,56.0,63.0,59.0,60.0,63.0,63.0,61.0,62.0,64.0
64.0,63.0,58.0,65.0,62.0,64.0,64.0,65.0,62.0,64.0,66.0
66.0,63.0,60.0,70.0,63.0,67.0,68.0,69.0,66.0,68.0,69.0
71.0,65.0,63.0,73.0,66.0,68.0,70.0,71.0,69.0,69.0,69.0
70.0,65.0,65.0,76.0,65.0,68.0,72.0,73.0,70.0,69.0,69.0
71.0,65.0,65.0,74.0,65.0,69.0,72.0,73.0,69.0,70.0,68.0
72.0,65.0,64.0,74.0,65.0,69.0,73.0,73.0,69.0,70.0,66.0
71.0,66.0,62.0,72.0,64.0,69.0,70.0,72.0,67.0,70.0,67.0
68.0,65.0,61.0,71.0,56.0,67.0,70.0,70.0,66.0,69.0,65.0
67.0,64.0,59.0,68.0,51.0,65.0,68.0,66.0,64.0,66.0,63.0
67.0,62.0,56.0,66.0,49.0,62.0,66.0,66.0,63.0,64.0,62.0
65.0,61.0,55.0,64.0,48.0,60.0,60.0,64.0,60.0,63.0,61.0
64.0,61.0,48.0,63.0,48.0,62.0,59.0,63.0,52.0,63.0,61.0
65.0,62.0,48.0,64.0,47.0,63.0,59.0,63.0,52.0,64.0,61.0
64.0,62.0,47.0,65.0,46.0,63.0,58.0,63.0,50.0,64.0,60.0
64.0,63.0,47.0,66.0,46.0,64.0,56.0,64.0,48.0,64.0,62.0
63.0,62.0,45.0,66.0,45.0,63.0,56.0,62.0,48.0,64.0,62.0
65.0,62.0,45.0,65.0,44.0,63.0,56.0,62.0,48.0,63.0,62.0
64.0,63.0,45.0,65.0,44.0,63.0,56.0,62.0,48.0,63.0,63.0
64.0,62.0,47.0,65.0,44.0,63.0,55.0,63.0,49.0,64.0,61.0
64.0,60.0,55.0,65.0,44.0,64.0,54.0,63.0,48.0,64.0,59.0
64.0,60.0,54.0,65.0,44.0,65.0,53.0,63.0,47.0,64.0,58.0
64.0,60.0,55.0,65.0,44.0,65.0,54.0,64.0,47.0,65.0,58.0
65.0,58.0,53.0,65.0,44.0,64.0,54.0,64.0,47.0,64.0,49.0
66.0,58.0,55.0,69.0,44.0,65.0,54.0,65.0,47.0,65.0,48.0
66.0,57.0,55.0,70.0,45.0,66.0,54.0,65.0,47.0,66.0,47.0
67.0,57.0,53.0,71.0,46.0,66.0,52.0,67.0,46.0,65.0,49.0
68.0,56.0,53.0,71.0,46.0,65.0,53.0,67.0,47.0,64.0,51.0
68.0,56.0,54.0,70.0,46.0,65.0,54.0,66.0,47.0,64.0,53.0
66.0,54.0,48.0,71.0,47.0,66.0,54.0,66.0,48.0,65.0,52.0
66.0,52.0,49.0,71.0,47.0,66.0,54.0,66.0,49.0,65.0,52.0
66.0,51.0,52.0,72.0,48.0,63.0,54.0,66.0,49.0,61.0,52.0
66.0,50.0,51.0,70.0,47.0,60.0,54.0,62.0,49.0,60.0,50.0
63.0,49.0,48.0,64.0,46.0,59.0,53.0,61.0,48.0,59.0,50.0
54.0,46.0,47.0,63.0,46.0,57.0,52.0,61.0,47.0,57.0,45.0
52.0,44.0,46.0,61.0,46.0,56.0,49.0,59.0,46.0,56.0,43.0
49.0,41.0,46.0,61.0,45.0,54.0,48.0,58.0,43.0,54.0,41.0
47.0,40.0,45.0,58.0,44.0,52.0,47.0,53.0,43.0,51.0,41.0
47.0,36.0,43.0,51.0,43.0,47.0,44.0,51.0,41.0,47.0,39.0
47.0,33.0,43.0,50.0,42.0,45.0,42.0,50.0,41.0,45.0,37.0
46.0,35.0,43.0,50.0,41.0,44.0,41.0,48.0,40.0,44.0,36.0
45.0,32.0,41.0,49.0,40.0,42.0,39.0,46.0,37.0,42.0,35.0
43.0,33.0,40.0,47.0,39.0,41.0,38.0,45.0,37.0,41.0,35.0
41.0,32.0,38.0,45.0,37.0,40.0,37.0,43.0,35.0,39.0,34.0
41.0,32.0,36.0,45.0,36.0,39.0,36.0,40.0,33.0,38.0,34.0
39.0,29.0,35.0,44.0,35.0,35.0,37.0,37.0,36.0,35.0,34.0
39.0,32.0,33.0,42.0,34.0,36.0,34.0,33.0,35.0,34.0,32.0
40.0,31.0,34.0,40.0,35.0,36.0,35.0,32.0,33.0,34.0,32.0
43.0,32.0,33.0,42.0,37.0,37.0,38.0,39.0,37.0,37.0,34.0
45.0,33.0,38.0,44.0,39.0,40.0,41.0,43.0,38.0,41.0,34.0
44.0,34.0,40.0,45.0,40.0,41.0,43.0,45.0,39.0,42.0,34.0
45.0,35.0,39.0,47.0,41.0,42.0,45.0,46.0,42.0,44.0,34.0
46.0,33.0,40.0,48.0,40.0,43.0,45.0,46.0,41.0,44.0,35.0
46.0,33.0,40.0,48.0,41.0,43.0,44.0,46.0,41.0,44.0,35.0
46.0,33.0,41.0,48.0,41.0,44.0,44.0,47.0,40.0,44.0,33.0
45.0,32.0,40.0,47.0,40.0,42.0,41.0,45.0,38.0,43.0,31.0
39.0,28.0,36.0,44.0,38.0,39.0,40.0,43.0,35.0,40.0,26.0
39.0,26.0,37.0,41.0,35.0,37.0,37.0,40.0,33.0,37.0,25.0
39.0,24.0,36.0,40.0,33.0,35.0,33.0,38.0,30.0,34.0,23.0
38.0,22.0,32.0,39.0,31.0,32.0,30.0,35.0,28.0,31.0,20.0
36.0,21.0,29.0,37.0,28.0,30.0,29.0,33.0,27.0,30.0,20.0
32.0,20.0,28.0,35.0,27.0,28.0,27.0,31.0,26.0,28.0,19.0
32.0,19.0,27.0,33.0,26.0,27.0,27.0,29.0,25.0,27.0,18.0
30.0,18.0,25.0,30.0,24.0,25.0,25.0,28.0,24.0,25.0,18.0
29.0,18.0,25.0,29.0,24.0,25.0,23.0,26.0,22.0,25.0,18.0
28.0,17.0,23.0,28.0,23.0,24.0,23.0,26.0,22.0,23.0,17.0
28.0,17.0,22.0,27.0,22.0,23.0,21.0,22.0,20.0,22.0,17.0
28.0,16.0,22.0,25.0,22.0,22.0,21.0,22.0,20.0,21.0,15.0
26.0,15.0,21.0,24.0,22.0,22.0,21.0,21.0,19.0,21.0,15.0
26.0,15.0,20.0,23.0,20.0,21.0,20.0,21.0,19.0,20.0,15.0
26.0,15.0,20.0,22.0,20.0,20.0,19.0,19.0,19.0,19.0,15.0
26.0,15.0,20.0,22.0,20.0,20.0,20.0,21.0,19.0,20.0,13.0
28.0,16.0,20.0,25.0,22.0,23.0,22.0,24.0,22.0,23.0,16.0
28.0,18.0,22.0,27.0,23.0,24.0,25.0,27.0,24.0,25.0,18.0
29.0,20.0,24.0,29.0,24.0,27.0,27.0,29.0,26.0,27.0,21.0
29.0,23.0,25.0,31.0,25.0,29.0,28.0,30.0,27.0,29.0,24.0
31.0,24.0,27.0,33.0,27.0,31.0,30.0,33.0,29.0,31.0,26.0
31.0,26.0,27.0,34.0,27.0,32.0,32.0,33.0,31.0,33.0,28.0
31.0,26.0,28.0,35.0,28.0,33.0,33.0,34.0,32.0,34.0,28.0
31.0,27.0,28.0,34.0,28.0,32.0,33.0,33.0,32.0,33.0,27.0
30.0,26.0,28.0,32.0,28.0,32.0,30.0,30.0,31.0,32.0,25.0
30.0,24.0,26.0,31.0,26.0,30.0,27.0,29.0,29.0,30.0,24.0
30.0,23.0,24.0,30.0,26.0,29.0,26.0,28.0,27.0,29.0,23.0
29.0,23.0,24.0,29.0,25.0,29.0,25.0,27.0,25.0,28.0,23.0
31.0,22.0,26.0,28.0,24.0,28.0,23.0,26.0,22.0,28.0,21.0
30.0,22.0,22.0,27.0,24.0,27.0,22.0,24.0,23.0,27.0,20.0
30.0,22.0,20.0,27.0,23.0,27.0,21.0,22.0,22.0,26.0,20.0
29.0,22.0,21.0,25.0,23.0,25.0,21.0,21.0,24.0,25.0,19.0
26.0,22.0,20.0,26.0,24.0,26.0,21.0,25.0,24.0,26.0,20.0
24.0,21.0,20.0,25.0,23.0,25.0,20.0,26.0,22.0,26.0,19.0
22.0,21.0,19.0,22.0,24.0,26.0,20.0,25.0,21.0,26.0,19.0
22.0,22.0,18.0,20.0,24.0,27.0,21.0,25.0,23.0,27.0,19.0
22.0,21.0,20.0,23.0,25.0,25.0,20.0,25.0,21.0,26.0,18.0
24.0,18.0,19.0,23.0,26.0,25.0,20.0,25.0,20.0,25.0,18.0
22.0,18.0,20.0,19.0,25.0,25.0,20.0,19.0,21.0,24.0,17.0
25.0,19.0,19.0,22.0,25.0,24.0,21.0,20.0,21.0,24.0,18.0
31.0,22.0,21.0,29.0,28.0,28.0,24.0,29.0,25.0,28.0,22.0
35.0,25.0,28.0,33.0,30.0,31.0,29.0,33.0,29.0,32.0,25.0
37.0,27.0,31.0,35.0,32.0,34.0,34.0,35.0,32.0,35.0,27.0
37.0,29.0,31.0,36.0,31.0,35.0,34.0,36.0,34.0,36.0,31.0
36.0,30.0,33.0,38.0,32.0,35.0,36.0,37.0,34.0,36.0,31.0
36.0,30.0,33.0,38.0,33.0,35.0,37.0,37.0,35.0,36.0,32.0
35.0,31.0,33.0,38.0,33.0,35.0,37.0,38.0,35.0,36.0,32.0
35.0,32.0,33.0,38.0,32.0,35.0,36.0,39.0,35.0,35.0,33.0
34.0,32.0,32.0,37.0,31.0,34.0,36.0,37.0,34.0,33.0,33.0
35.0,29.0,31.0,35.0,31.0,31.0,34.0,35.0,33.0,32.0,29.0
35.0,28.0,31.0,35.0,31.0,30.0,34.0,31.0,33.0,30.0,29.0
37.0,27.0,29.0,35.0,30.0,30.0,30.0,31.0,31.0,30.0,29.0
35.0,27.0,30.0,32.0,30.0,30.0,31.0,30.0,32.0,30.0,29.0
35.0,27.0,30.0,31.0,30.0,30.0,30.0,30.0,31.0,30.0,29.0
34.0,27.0,32.0,30.0,30.0,30.0,30.0,30.0,31.0,30.0,29.0
33.0,28.0,31.0,30.0,31.0,30.0,30.0,30.0,31.0,30.0,29.0
33.0,28.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,29.0
32.0,27.0,31.0,32.0,31.0,30.0,30.0,30.0,31.0,30.0,27.0
31.0,27.0,31.0,32.0,31.0,30.0,30.0,30.0,30.0,30.0,27.0
31.0,27.0,31.0,32.0,31.0,30.0,30.0,30.0,30.0,30.0,27.0
32.0,26.0,30.0,32.0,31.0,30.0,30.0,30.0,30.0,30.0,27.0
31.0,26.0,29.0,32.0,29.0,29.0,30.0,30.0,30.0,30.0,27.0
31.0,26.0,29.0,32.0,29.0,30.0,29.0,30.0,29.0,30.0,27.0
31.0,26.0,30.0,31.0,28.0,29.0,29.0,30.0,29.0,29.0,27.0
33.0,27.0,29.0,31.0,28.0,30.0,30.0,30.0,30.0,30.0,27.0
31.0,27.0,30.0,32.0,30.0,30.0,30.0,31.0,30.0,31.0,27.0
31.0,28.0,30.0,32.0,31.0,32.0,32.0,33.0,30.0,32.0,27.0
33.0,29.0,30.0,33.0,31.0,32.0,31.0,33.0,30.0,32.0,28.0
34.0,30.0,31.0,33.0,31.0,32.0,32.0,33.0,31.0,33.0,28.0
33.0,29.0,31.0,34.0,31.0,32.0,30.0,34.0,30.0,32.0,28.0
33.0,29.0,30.0,34.0,29.0,32.0,32.0,32.0,32.0,32.0,28.0
33.0,28.0,30.0,33.0,28.0,31.0,30.0,32.0,30.0,31.0,28.0
31.0,28.0,29.0,32.0,26.0,31.0,30.0,32.0,29.0,31.0,28.0
31.0,26.0,27.0,32.0,24.0,31.0,29.0,30.0,26.0,30.0,27.0
31.0,26.0,25.0,32.0,23.0,30.0,28.0,30.0,28.0,29.0,26.0
30.0,25.0,23.0,31.0,20.0,29.0,28.0,30.0,27.0,29.0,24.0
29.0,24.0,22.0,31.0,20.0,28.0,28.0,28.0,25.0,27.0,21.0
27.0,24.0,20.0,31.0,18.0,28.0,25.0,28.0,23.0,27.0,19.0
26.0,23.0,18.0,31.0,17.0,27.0,23.0,28.0,21.0,27.0,19.0
24.0,21.0,16.0,29.0,15.0,27.0,21.0,27.0,18.0,26.0,17.0
22.0,18.0,16.0,27.0,14.0,26.0,20.0,25.0,18.0,25.0,14.0
21.0,17.0,14.0,26.0,12.0,25.0,18.0,23.0,15.0,24.0,13.0
20.0,14.0,12.0,24.0,11.0,23.0,16.0,21.0,14.0,21.0,10.0
19.0,13.0,11.0,22.0,10.0,22.0,14.0,19.0,13.0,21.0,10.0
19.0,12.0,11.0,22.0,10.0,20.0,14.0,19.0,12.0,19.0,9.0
17.0,12.0,9.0,21.0,8.0,19.0,14.0,19.0,12.0,18.0,9.0
17.0,11.0,9.0,19.0,8.0,17.0,12.0,18.0,11.0,16.0,8.0
15.0,10.0,8.0,19.0,8.0,17.0,12.0,18.0,11.0,16.0,8.0
15.0,9.0,9.0,19.0,9.0,17.0,12.0,18.0,11.0,16.0,7.0
19.0,13.0,9.0,20.0,10.0,19.0,14.0,18.0,13.0,18.0,10.0
19.0,14.0,11.0,21.0,12.0,20.0,18.0,21.0,17.0,19.0,12.0
19.0,17.0,13.0,23.0,14.0,22.0,19.0,22.0,18.0,21.0,14.0
22.0,18.0,14.0,24.0,15.0,23.0,20.0,24.0,19.0,23.0,16.0
22.0,20.0,17.0,25.0,16.0,24.0,21.0,24.0,20.0,24.0,17.0
20.0,21.0,17.0,25.0,17.0,24.0,23.0,25.0,21.0,24.0,18.0
20.0,21.0,17.0,24.0,17.0,24.0,22.0,24.0,21.0,24.0,18.0
20.0,20.0,17.0,23.0,16.0,24.0,19.0,22.0,19.0,24.0,18.0
18.0,18.0,15.0,20.0,15.0,21.0,18.0,19.0,17.0,20.0,15.0
18.0,15.0,14.0,18.0,13.0,19.0,16.0,18.0,15.0,17.0,11.0
18.0,11.0,13.0,19.0,13.0,17.0,14.0,18.0,11.0,16.0,9.0
18.0,9.0,12.0,18.0,13.0,17.0,12.0,16.0,11.0,14.0,7.0
18.0,8.0,12.0,17.0,12.0,15.0,12.0,16.0,10.0,14.0,5.0
18.0,7.0,11.0,16.0,12.0,14.0,12.0,13.0,9.0,12.0,5.0
18.0,5.0,10.0,14.0,12.0,13.0,11.0,12.0,9.0,11.0,3.0
18.0,4.0,10.0,13.0,11.0,11.0,11.0,11.0,7.0,8.0,3.0
16.0,3.0,11.0,12.0,11.0,11.0,11.0,10.0,7.0,8.0,1.0
15.0,3.0,10.0,12.0,10.0,9.0,10.0,9.0,7.0,7.0,1.0
15.0,3.0,9.0,12.0,10.0,9.0,11.0,9.0,7.0,6.0,1.0
15.0,2.0,9.0,12.0,10.0,9.0,11.0,9.0,5.0,7.0,1.0
13.0,2.0,9.0,12.0,9.0,8.0,10.0,9.0,6.0,6.0,1.0
15.0,2.0,9.0,11.0,9.0,7.0,10.0,9.0,5.0,5.0,1.0
16.0,4.0,8.0,12.0,9.0,8.0,10.0,9.0,7.0,6.0,1.0
21.0,8.0,10.0,17.0,14.0,14.0,16.0,17.0,13.0,13.0,6.0
26.0,13.0,17.0,22.0,18.0,19.0,19.0,22.0,18.0,19.0,13.0
27.0,17.0,19.0,25.0,20.0,22.0,24.0,26.0,23.0,22.0,19.0
27.0,21.0,22.0,26.0,24.0,25.0,27.0,27.0,26.0,26.0,24.0
28.0,25.0,24.0,28.0,25.0,28.0,28.0,29.0,27.0,28.0,27.0
28.0,28.0,26.0,29.0,27.0,30.0,29.0,29.0,29.0,29.0,31.0
28.0,30.0,27.0,30.0,27.0,31.0,31.0,31.0,30.0,31.0,31.0
28.0,31.0,27.0,31.0,27.0,33.0,30.0,31.0,30.0,32.0,31.0
28.0,31.0,26.0,29.0,26.0,30.0,29.0,29.0,30.0,30.0,33.0
26.0,30.0,26.0,28.0,26.0,29.0,28.0,27.0,30.0,29.0,33.0
26.0,30.0,24.0,28.0,24.0,28.0,27.0,27.0,29.0,28.0,33.0
27.0,28.0,25.0,28.0,26.0,26.0,28.0,27.0,29.0,27.0,32.0
28.0,30.0,25.0,27.0,26.0,27.0,28.0,27.0,30.0,28.0,31.0
28.0,31.0,27.0,27.0,28.0,28.0,29.0,27.0,30.0,29.0,31.0
28.0,30.0,28.0,27.0,29.0,28.0,29.0,28.0,30.0,29.0,30.0
28.0,34.0,29.0,28.0,30.0,28.0,29.0,28.0,29.0,29.0,35.0
30.0,33.0,30.0,29.0,30.0,29.0,31.0,28.0,30.0,30.0,35.0
30.0,32.0,30.0,30.0,30.0,29.0,32.0,30.0,32.0,30.0,36.0
32.0,33.0,31.0,31.0,31.0,30.0,32.0,31.0,32.0,31.0,36.0
34.0,34.0,31.0,31.0,31.0,31.0,33.0,30.0,32.0,32.0,36.0
34.0,34.0,32.0,31.0,31.0,32.0,33.0,31.0,32.0,33.0,36.0
34.0,33.0,32.0,32.0,31.0,31.0,33.0,32.0,32.0,32.0,36.0
35.0,32.0,31.0,33.0,31.0,32.0,32.0,33.0,31.0,33.0,36.0
36.0,32.0,31.0,33.0,29.0,32.0,34.0,33.0,32.0,33.0,36.0
39.0,39.0,31.0,36.0,33.0,38.0,37.0,38.0,34.0,38.0,40.0
43.0,42.0,35.0,41.0,37.0,42.0,43.0,43.0,39.0,43.0,44.0
46.0,44.0,38.0,46.0,41.0,46.0,48.0,50.0,46.0,47.0,48.0
49.0,47.0,42.0,49.0,44.0,51.0,53.0,50.0,51.0,51.0,50.0
51.0,49.0,46.0,54.0,46.0,53.0,54.0,54.0,52.0,54.0,51.0
53.0,50.0,50.0,56.0,49.0,56.0,56.0,55.0,54.0,55.0,52.0
53.0,50.0,50.0,57.0,49.0,57.0,57.0,57.0,55.0,57.0,50.0
52.0,50.0,48.0,57.0,46.0,56.0,55.0,57.0,55.0,56.0,49.0
49.0,47.0,47.0,54.0,46.0,54.0,54.0,54.0,51.0,55.0,44.0
45.0,45.0,45.0,50.0,44.0,50.0,50.0,49.0,48.0,50.0,44.0
43.0,42.0,44.0,48.0,45.0,47.0,48.0,46.0,47.0,47.0,44.0
43.0,39.0,44.0,45.0,45.0,46.0,43.0,38.0,43.0,44.0,41.0
44.0,42.0,42.0,41.0,45.0,47.0,40.0,35.0,40.0,45.0,41.0
41.0,42.0,44.0,38.0,44.0,42.0,37.0,35.0,40.0,40.0,41.0
38.0,41.0,44.0,35.0,44.0,40.0,38.0,32.0,36.0,36.0,40.0
34.0,48.0,40.0,31.0,42.0,43.0,36.0,30.0,38.0,39.0,39.0
30.0,48.0,39.0,30.0,42.0,43.0,33.0,27.0,33.0,38.0,37.0
28.0,45.0,38.0,29.0,40.0,42.0,32.0,27.0,30.0,37.0,36.0
28.0,39.0,35.0,28.0,35.0,40.0,30.0,26.0,30.0,35.0,36.0
29.0,39.0,37.0,28.0,35.0,37.0,27.0,27.0,29.0,33.0,37.0
29.0,37.0,33.0,28.0,36.0,39.0,27.0,30.0,28.0,35.0,37.0
31.0,37.0,31.0,28.0,31.0,39.0,33.0,27.0,33.0,34.0,36.0
31.0,43.0,33.0,26.0,32.0,42.0,34.0,30.0,32.0,37.0,36.0
36.0,46.0,34.0,29.0,33.0,45.0,37.0,34.0,33.0,42.0,35.0
43.0,40.0,36.0,39.0,40.0,43.0,43.0,41.0,40.0,43.0,41.0
47.0,43.0,40.0,46.0,42.0,46.0,45.0,46.0,45.0,46.0,44.0
49.0,45.0,46.0,52.0,44.0,51.0,52.0,53.0,51.0,52.0,48.0
49.0,47.0,47.0,55.0,49.0,54.0,54.0,54.0,53.0,54.0,50.0
53.0,49.0,49.0,58.0,50.0,56.0,55.0,57.0,56.0,56.0,49.0
54.0,49.0,50.0,58.0,50.0,58.0,57.0,57.0,55.0,58.0,48.0
55.0,48.0,51.0,59.0,48.0,58.0,58.0,58.0,55.0,58.0,47.0
54.0,47.0,49.0,58.0,47.0,58.0,56.0,58.0,54.0,58.0,44.0
52.0,45.0,47.0,56.0,44.0,55.0,51.0,56.0,48.0,55.0,42.0
48.0,43.0,44.0,51.0,42.0,52.0,47.0,52.0,43.0,53.0,39.0
44.0,42.0,39.0,50.0,41.0,50.0,46.0,51.0,42.0,51.0,37.0
41.0,39.0,38.0,49.0,38.0,48.0,41.0,48.0,40.0,48.0,35.0
39.0,37.0,37.0,45.0,35.0,46.0,38.0,43.0,40.0,45.0,33.0
39.0,36.0,34.0,42.0,34.0,44.0,36.0,39.0,35.0,41.0,35.0
38.0,31.0,34.0,37.0,33.0,39.0,35.0,31.0,33.0,35.0,34.0
36.0,33.0,31.0,37.0,30.0,38.0,34.0,31.0,33.0,36.0,31.0
34.0,30.0,30.0,36.0,29.0,35.0,32.0,32.0,30.0,35.0,29.0
34.0,27.0,28.0,35.0,27.0,32.0,30.0,31.0,29.0,31.0,28.0
32.0,26.0,27.0,31.0,25.0,30.0,29.0,26.0,28.0,27.0,26.0
30.0,25.0,26.0,28.0,24.0,29.0,28.0,23.0,26.0,28.0,25.0
30.0,23.0,24.0,26.0,23.0,27.0,27.0,22.0,25.0,26.0,24.0
